,mean,sd,hdi_2.5%,hdi_97.5%,ESS_bulk,ESS_tail,R_hat
z_alpha_country[Curacao],0.279403,0.226214,-0.156097,0.729942,1565.763012,2958.049571,1.001129
z_alpha_country[Cyprus],0.233879,0.16807,-0.080497,0.572253,1751.55072,2280.42532,1.006017
z_alpha_country[Czechia],0.158502,0.162205,-0.154963,0.48583,1647.637013,2101.227214,1.004236
z_alpha_country[Denmark],1.356644,0.171626,1.00404,1.686441,1519.269732,1449.029031,1.003361
z_alpha_country[Djibouti],-1.698789,0.26245,-2.194999,-1.178376,1727.267259,1969.950008,1.004344
z_alpha_country[Dominican Republic],-0.206675,0.186587,-0.578861,0.142336,1071.242634,1515.546177,1.002157
z_alpha_country[Ecuador],-0.034619,0.187463,-0.405867,0.316048,1076.777483,1532.258045,1.002251
z_alpha_country[El Salvador],-0.492695,0.186937,-0.851321,-0.124944,1059.598115,1309.975521,1.00198
z_alpha_country[Equatorial Guinea],-0.332978,0.180638,-0.697612,0.013545,1634.179233,3237.305759,1.002208
z_alpha_country[Eritrea],-1.041345,0.171916,-1.386339,-0.716646,1426.405838,2036.741452,1.002633
z_alpha_country[Estonia],-0.428564,0.173091,-0.767354,-0.091218,1822.495228,2800.288991,1.005655
z_alpha_country[Eswatini],0.599528,0.168132,0.270354,0.922171,1405.286857,2109.533593,1.00287
z_alpha_country[Ethiopia],-0.545511,0.173191,-0.886942,-0.209778,1309.000996,2267.013029,1.005198
z_alpha_country[Fiji],-0.126039,0.191744,-0.512671,0.234835,1822.634771,2686.252167,1.001911
z_alpha_country[Finland],1.142909,0.168556,0.810653,1.480052,1564.646035,1584.638688,1.004481
z_alpha_country[France],1.48173,0.188863,1.117792,1.855518,1504.156279,1518.669222,1.002341
z_alpha_country[French Polynesia],1.351412,0.213902,0.940677,1.770229,1772.574378,1781.386529,1.002236
z_alpha_country[Gabon],1.56657,0.187973,1.215045,1.93997,1390.862524,1484.383061,1.002908
z_alpha_country[Georgia],-1.679976,0.191911,-2.053025,-1.304065,1570.860499,1867.803082,1.003114
z_alpha_country[Germany],1.514994,0.194809,1.143856,1.900341,1524.54588,1617.313834,1.002113
z_alpha_country[Ghana],0.118656,0.16092,-0.200656,0.421116,1244.9526,2111.062426,1.004982
z_alpha_country[Greece],0.774779,0.163765,0.454308,1.104219,1549.718743,1627.728789,1.004416
z_alpha_country[Grenada],-0.441368,0.214082,-0.860946,-0.023899,1341.911497,1925.955055,1.001364
z_alpha_country[Guam],1.042273,0.220682,0.600866,1.459336,1938.291093,2126.967993,1.002705
z_alpha_country[Guatemala],-0.403414,0.188474,-0.767768,-0.036504,1067.371759,1388.645411,1.002089
z_alpha_country[Guinea],-0.015738,0.164784,-0.35059,0.293793,1373.226918,2412.005904,1.004457
z_alpha_country[Guinea-Bissau],-0.33392,0.166697,-0.659661,-0.013286,1466.254594,2672.458803,1.002533
z_alpha_country[Guyana],-0.653778,0.195849,-1.024862,-0.265588,1179.062369,1703.323476,1.001376
z_alpha_country[Haiti],-1.554506,0.205264,-1.956623,-1.15964,1089.069104,1128.66352,1.001497
z_alpha_country[Honduras],-0.769761,0.191351,-1.150954,-0.405786,1077.904407,1176.944479,1.001902
"z_alpha_country[Hong Kong SAR, China]",1.55794,0.204902,1.160939,1.963675,1681.119667,1745.759063,1.001445
z_alpha_country[Hungary],0.002236,0.159218,-0.318466,0.310926,1568.672234,1942.863194,1.005047
z_alpha_country[Iceland],1.153023,0.188076,0.791769,1.523146,1808.378356,1849.740265,1.00429
z_alpha_country[India],0.135814,0.382552,-0.588144,0.898714,1721.453202,2983.542533,1.003026
z_alpha_country[Indonesia],-0.415405,0.221155,-0.845386,0.016939,1772.013369,3122.380432,1.002581
"z_alpha_country[Iran, Islamic Rep.]",-0.324466,0.245873,-0.793594,0.156537,1963.816448,2908.374723,1.002997
z_alpha_country[Iraq],-0.837091,0.250247,-1.317916,-0.348627,2004.426829,2945.564385,1.003097
z_alpha_country[Ireland],0.909282,0.16446,0.590929,1.241363,1569.498538,1596.256885,1.004136
z_alpha_country[Israel],0.912571,0.235462,0.47377,1.390087,1816.824146,2627.952265,1.003654
z_alpha_country[Italy],1.292782,0.184198,0.928689,1.648265,1525.966353,1530.9233,1.002766
z_alpha_country[Jamaica],-0.017166,0.186177,-0.375253,0.339499,1089.896746,1604.206397,1.002127
z_alpha_country[Japan],2.219125,0.243267,1.732048,2.686671,1635.630007,1775.741537,1.001805
z_alpha_country[Jordan],-0.836359,0.236872,-1.278085,-0.36539,1786.484519,2714.348878,1.00375
z_alpha_country[Kazakhstan],-0.680208,0.178492,-1.03237,-0.32332,1708.574395,2220.65244,1.003366
z_alpha_country[Kenya],-0.000868,0.163834,-0.326248,0.311096,1256.871768,2141.58711,1.00503
z_alpha_country[Kiribati],-1.675228,0.239172,-2.137796,-1.210756,1723.902512,2531.15102,1.002652
"z_alpha_country[Korea, Rep.]",1.32122,0.211677,0.910117,1.732059,1679.293335,2189.657505,1.0018
z_alpha_country[Kuwait],1.290568,0.24186,0.83425,1.779534,1763.980914,2354.663046,1.004222
z_alpha_country[Lao PDR],-1.563934,0.206875,-1.976943,-1.172767,1628.304488,2265.761811,1.001687
z_alpha_country[Latvia],-0.595871,0.172537,-0.932294,-0.257313,1772.396579,2512.041171,1.004753
z_alpha_country[Lebanon],-0.344063,0.234805,-0.803489,0.103434,1849.430894,3016.327621,1.003915
z_alpha_country[Lesotho],-0.528865,0.163073,-0.850382,-0.215047,1388.603278,2383.422187,1.002953
z_alpha_country[Liberia],-0.488957,0.16197,-0.816955,-0.187312,1367.645638,2265.393315,1.003493
z_alpha_country[Libya],0.415281,0.2365,-0.042404,0.875977,1907.888327,3050.845241,1.003832
z_alpha_country[Lithuania],-0.47365,0.168815,-0.787658,-0.129034,1726.693127,2602.014343,1.003735
z_alpha_country[Luxembourg],1.504595,0.188012,1.155688,1.887804,1700.578843,1644.464465,1.004314
"z_alpha_country[Macao SAR, China]",1.553099,0.21337,1.12965,1.971335,1752.800536,1725.591161,1.003199
z_alpha_country[Madagascar],-0.327421,0.160074,-0.642718,-0.016973,1261.891763,2260.200935,1.00481
z_alpha_country[Malawi],-0.553246,0.160445,-0.864402,-0.239228,1272.92435,2084.195846,1.004584
z_alpha_country[Malaysia],0.640567,0.193638,0.27016,1.023934,1705.229262,2704.579264,1.001502
z_alpha_country[Maldives],0.71966,0.368021,-0.005539,1.434908,1769.142339,2372.056848,1.000837
z_alpha_country[Mali],-0.689432,0.162157,-1.009233,-0.375521,1288.691712,2061.476691,1.004172
z_alpha_country[Malta],0.378526,0.246779,-0.103396,0.855941,1833.464922,2565.410521,1.00528
z_alpha_country[Mauritania],0.188201,0.157834,-0.117502,0.492115,1311.292003,2122.516852,1.003757
z_alpha_country[Mauritius],1.204231,0.17971,0.859248,1.552214,1404.739505,1763.912663,1.002859
z_alpha_country[Mexico],0.77928,0.211563,0.370641,1.180708,1189.931211,1470.069641,1.003028
"z_alpha_country[Micronesia, Fed. Sts.]",-0.814821,0.221651,-1.238833,-0.372576,1874.58597,2745.735961,1.002578
z_alpha_country[Moldova],-1.921479,0.199938,-2.308331,-1.525033,1569.392406,1731.655082,1.00317
z_alpha_country[Mongolia],-0.985279,0.209738,-1.39999,-0.581836,1970.393561,3677.573927,1.001595
z_alpha_country[Montenegro],-1.132011,0.192241,-1.506632,-0.752889,1816.589651,2356.112921,1.003647
z_alpha_country[Morocco],-0.759674,0.239582,-1.22218,-0.295199,1845.90369,2491.27463,1.003218
z_alpha_country[Mozambique],-0.592554,0.164984,-0.929594,-0.283165,1325.765139,2240.89003,1.00458
z_alpha_country[Myanmar],-2.306644,0.231696,-2.739411,-1.835802,1507.619873,1852.373404,1.001706
z_alpha_country[Namibia],1.121233,0.174626,0.781258,1.459778,1352.522894,1733.063782,1.003162
z_alpha_country[Nepal],-0.753705,0.344275,-1.443984,-0.102523,1632.489476,2311.593923,1.002147
z_alpha_country[Netherlands],1.513175,0.177629,1.170768,1.874281,1473.200624,1479.854382,1.00277
z_alpha_country[New Caledonia],1.340671,0.213993,0.925712,1.766528,1759.699876,1710.968694,1.002691
z_alpha_country[New Zealand],1.576017,0.203561,1.173707,1.971517,1640.843588,1560.110102,1.00137
z_alpha_country[Nicaragua],-1.197311,0.200002,-1.596897,-0.812022,1099.74234,1198.519893,1.001553
z_alpha_country[Niger],-0.585305,0.159402,-0.907926,-0.289082,1267.418602,2085.489763,1.004973
z_alpha_country[Nigeria],0.48358,0.19189,0.118985,0.864728,1354.647646,2234.949865,1.005583
z_alpha_country[North Macedonia],-1.187303,0.179659,-1.547638,-0.846078,1626.961883,1946.816715,1.004399
z_alpha_country[Norway],1.497809,0.175443,1.15789,1.851389,1510.543059,1457.715305,1.003921
z_alpha_country[Oman],0.65481,0.236952,0.189416,1.110368,1805.064982,2831.53202,1.004336
z_alpha_country[Pakistan],-0.091888,0.347985,-0.783893,0.566094,1597.64422,2591.644818,1.002406
z_alpha_country[Panama],0.227051,0.184645,-0.139666,0.571716,1088.226168,1539.764585,1.002332
z_alpha_country[Papua New Guinea],-0.755915,0.19046,-1.12618,-0.383351,1704.600724,2385.014971,1.001758
z_alpha_country[Paraguay],-0.410499,0.187557,-0.775889,-0.047811,1086.93921,1381.066926,1.001929
z_alpha_country[Peru],-0.077208,0.194036,-0.445536,0.305266,1117.112395,1709.259763,1.002166
z_alpha_country[Philippines],-0.273397,0.202397,-0.676553,0.101845,1739.272635,2889.295117,1.002023
z_alpha_country[Poland],-0.007725,0.169412,-0.346939,0.326522,1610.88257,2137.255541,1.003834
z_alpha_country[Portugal],0.535943,0.161419,0.205813,0.846964,1570.843831,1730.089304,1.004756
z_alpha_country[Puerto Rico],1.147318,0.193797,0.761892,1.509691,1146.604237,1458.148312,1.002904
z_alpha_country[Qatar],1.560676,0.250352,1.063363,2.038842,1746.009979,2294.754731,1.004405
z_alpha_country[Romania],-0.521853,0.172751,-0.867219,-0.184931,1680.237842,2287.51276,1.003123
z_alpha_country[Russian Federation],-0.129732,0.197437,-0.507028,0.271743,1766.863057,2342.153605,1.002401
z_alpha_country[Rwanda],-0.713577,0.164087,-1.036812,-0.399512,1331.265072,2326.20109,1.004171
z_alpha_country[Samoa],-0.873396,0.210073,-1.28137,-0.469938,1808.636883,2523.662329,1.002553
z_alpha_country[Sao Tome and Principe],-0.229764,0.189888,-0.615211,0.129463,1662.215042,3045.757626,1.002039
z_alpha_country[Saudi Arabia],0.959767,0.241566,0.492514,1.436428,1818.060136,2720.13719,1.003088
z_alpha_country[Senegal],0.322282,0.158418,0.02445,0.635759,1229.76113,1861.174416,1.005088
z_alpha_country[Seychelles],1.327955,0.221167,0.883901,1.75048,1766.702706,2101.11161,1.001697
z_alpha_country[Sierra Leone],-0.717724,0.161487,-1.03003,-0.399496,1302.334334,2036.832742,1.004028
z_alpha_country[Singapore],1.549194,0.206033,1.148278,1.960057,1694.662331,1702.997726,1.001758
z_alpha_country[Slovak Republic],-0.089762,0.161794,-0.406372,0.230849,1647.502357,2197.033937,1.004689
z_alpha_country[Slovenia],0.193497,0.165599,-0.132915,0.517019,1760.220367,2179.589491,1.005563
z_alpha_country[Solomon Islands],-1.049897,0.204588,-1.445968,-0.65438,1731.364792,2785.907037,1.002306
z_alpha_country[Somalia],-0.995504,0.163174,-1.317176,-0.682891,1263.335816,1653.342508,1.004367
z_alpha_country[South Africa],1.807601,0.19921,1.427575,2.19811,1228.370195,1299.54913,1.004608
z_alpha_country[South Sudan],0.126842,0.182421,-0.221383,0.497601,1693.030997,3083.099685,1.003411
z_alpha_country[Spain],1.007913,0.176135,0.660994,1.353727,1541.624735,1703.026578,1.002403
z_alpha_country[Sri Lanka],0.169242,0.344966,-0.506842,0.834273,1614.986185,2575.841469,1.001949
z_alpha_country[Sudan],0.196849,0.165743,-0.135374,0.511907,1269.951758,2036.359375,1.004973
z_alpha_country[Suriname],-0.015307,0.195328,-0.391181,0.36052,1246.70396,2076.168548,1.002308
z_alpha_country[Sweden],1.49815,0.176371,1.133609,1.830572,1497.222639,1395.0643,1.002671
z_alpha_country[Switzerland],1.651863,0.179479,1.298994,2.012227,1487.441361,1414.817045,1.003024
z_alpha_country[Syrian Arab Republic],-1.029715,0.241762,-1.489684,-0.557468,1803.661277,2503.202282,1.003188
z_alpha_country[Tajikistan],-2.779234,0.227461,-3.222249,-2.337396,1467.460312,1592.725033,1.001885
z_alpha_country[Tanzania],-0.068752,0.172008,-0.398579,0.273626,1347.093958,2294.389885,1.004158
z_alpha_country[Thailand],0.081987,0.19779,-0.310671,0.457167,1721.300163,2777.370238,1.002075
z_alpha_country[Timor-Leste],-2.01662,0.221194,-2.446831,-1.593009,1586.935636,2269.77536,1.001787
z_alpha_country[Togo],-0.294871,0.156581,-0.597109,0.010278,1276.707757,2294.926551,1.004374
z_alpha_country[Tonga],-1.114323,0.223103,-1.551584,-0.680466,1840.676041,2683.845314,1.002628
z_alpha_country[Trinidad and Tobago],0.485956,0.188726,0.114085,0.843812,1135.174935,1720.132037,1.002434
z_alpha_country[Tunisia],-0.656627,0.235109,-1.105602,-0.200771,1812.276074,2646.166933,1.003556
z_alpha_country[Turkmenistan],-1.417454,0.187331,-1.77333,-1.039293,1644.175465,2063.755424,1.002721
z_alpha_country[Uganda],-0.58091,0.163148,-0.911449,-0.272005,1265.628806,2042.046099,1.005004
z_alpha_country[Ukraine],-1.213606,0.193787,-1.60913,-0.838775,1678.785129,1946.226118,1.002706
z_alpha_country[United Arab Emirates],1.739119,0.252209,1.255278,2.241612,1768.519065,2344.467626,1.003661
z_alpha_country[United Kingdom],1.402294,0.188344,1.03463,1.768939,1515.847555,1530.876932,1.001944
z_alpha_country[United States],0.915996,0.67186,-0.431676,2.17651,1611.691443,2195.016057,1.00422
z_alpha_country[Uruguay],0.256383,0.186586,-0.112342,0.605858,1111.333317,1624.046767,1.002288
z_alpha_country[Uzbekistan],-1.578075,0.195034,-1.962821,-1.194587,1584.712281,1876.147092,1.003032
z_alpha_country[Vanuatu],-0.867797,0.209647,-1.276357,-0.461655,1787.315228,2820.811123,1.002557
"z_alpha_country[Venezuela, RB]",0.616455,0.194077,0.238306,0.982393,1124.576651,1452.389597,1.002615
z_alpha_country[Viet Nam],-1.188185,0.219322,-1.60537,-0.757938,1784.345293,2527.199083,1.002036
z_alpha_country[West Bank and Gaza],-1.177613,0.244541,-1.648296,-0.705145,1773.221739,2478.340841,1.00382
z_alpha_country[Zambia],0.175154,0.160127,-0.134095,0.484095,1279.78076,2094.574371,1.005188
z_alpha_country[Zimbabwe],0.387256,0.163065,0.065646,0.698837,1295.882995,1970.617603,1.004788
sigma_theta,0.286861,0.062739,0.175726,0.413171,6333.005235,8911.412335,1.001114
sigma_alpha_region,0.530061,0.192295,0.231525,0.900845,1168.319005,1780.238679,1.003021
sigma_tau_region,0.082365,0.031787,0.038511,0.143334,1984.771973,2558.938712,1.003307
sigma_alpha_country,0.485146,0.026439,0.436441,0.54002,1234.243139,1156.271182,1.000755
sigma,0.131043,0.001994,0.127019,0.134868,9371.183215,12048.434384,1.000295
nu_minus2,1.72737,0.177681,1.386428,2.080194,9521.710162,12185.122108,1.000313
alpha_region[East Asia & Pacific],10.03696,0.087598,9.867691,10.208078,1704.978188,3038.89178,1.002051
alpha_region[Europe & Central Asia],10.346401,0.074789,10.197248,10.49344,1557.506166,1792.064216,1.006344
alpha_region[Latin America & Caribbean],10.137287,0.08775,9.969489,10.308558,1108.034596,1509.021678,1.001789
alpha_region[Middle East & North Africa],10.347357,0.110767,10.137459,10.566435,1844.069599,2686.597754,1.003852
alpha_region[North America],10.820248,0.327231,10.220149,11.488023,1673.645314,2310.306305,1.003048
alpha_region[South Asia],9.604559,0.166513,9.273753,9.922161,1725.876602,2747.542756,1.001474
alpha_region[Sub-Saharan Africa],9.490174,0.073177,9.351475,9.631213,1220.970385,2041.386778,1.004718
tau_region[East Asia & Pacific],0.399316,0.008987,0.381939,0.417113,4575.208448,9183.625302,1.000721
tau_region[Europe & Central Asia],0.478027,0.006966,0.464119,0.491423,6354.455274,10864.853133,1.000323
tau_region[Latin America & Caribbean],0.357935,0.007849,0.342524,0.37321,4193.537131,7575.551077,1.000791
tau_region[Middle East & North Africa],0.307506,0.011143,0.285836,0.329619,4359.914425,8161.085982,1.000745
tau_region[North America],0.361552,0.013291,0.335414,0.387231,10052.016992,12883.998002,1.000015
tau_region[South Asia],0.350371,0.010896,0.328862,0.371405,4998.040443,10436.303234,1.000824
tau_region[Sub-Saharan Africa],0.269467,0.007224,0.255544,0.283876,3754.189603,6238.676043,1.001321
alpha_country[Afghanistan],9.077805,0.041307,8.999686,9.162226,11722.542424,12633.134785,1.000181
alpha_country[Albania],9.675428,0.035205,9.603547,9.742008,8140.563218,10667.775354,1.000092
alpha_country[Algeria],10.11266,0.033075,10.047273,10.176535,6495.827092,10881.707568,1.001053
alpha_country[Angola],9.721098,0.074189,9.576983,9.865517,17547.226766,13696.653668,1.000175
alpha_country[Antigua and Barbuda],10.220214,0.074979,10.072093,10.364743,3073.892658,4828.489946,1.002285
alpha_country[Argentina],10.514986,0.036745,10.442363,10.58625,5765.604277,9373.978923,1.001131
alpha_country[Armenia],9.450036,0.038324,9.377228,9.5275,13709.843132,13883.910613,1.000023
alpha_country[Aruba],10.473361,0.074642,10.33098,10.6228,3017.260813,5151.424565,1.002161
alpha_country[Australia],11.042766,0.024861,10.993589,11.090727,7118.276085,12329.696888,1.00108
alpha_country[Austria],10.932966,0.024945,10.883148,10.980905,17256.568342,15207.077202,1.00021
alpha_country[Azerbaijan],9.604173,0.060421,9.487198,9.72215,22306.866181,14496.970588,1.00006
alpha_country[Bahrain],10.7273,0.040621,10.648745,10.808135,3904.319769,6452.771851,1.001368
alpha_country[Bangladesh],9.512382,0.047125,9.42174,9.606357,3473.584871,5770.209453,1.001613
alpha_country[Barbados],10.400664,0.051924,10.299303,10.502639,3128.762446,5097.012093,1.00212
alpha_country[Belarus],9.857151,0.032484,9.793502,9.92063,20225.520672,14410.403267,1.00002
alpha_country[Belgium],10.967917,0.023489,10.923389,11.015876,11615.891403,13930.4882,1.000379
alpha_country[Belize],9.982269,0.05164,9.883016,10.08574,3100.128159,4867.136034,1.002296
alpha_country[Benin],9.310973,0.022314,9.26884,9.356823,19182.927758,13814.895888,1.000444
alpha_country[Bhutan],9.571064,0.040581,9.488871,9.647101,3380.637341,5474.024418,1.001646
alpha_country[Bolivia],9.700745,0.022183,9.657108,9.743835,15649.399477,14391.356008,1.000096
alpha_country[Bosnia and Herzegovina],9.699246,0.034976,9.627933,9.763745,12700.874139,12652.222309,1.000039
alpha_country[Botswana],10.042739,0.03364,9.974439,10.106124,5885.750685,9686.395862,1.000881
alpha_country[Brazil],10.441679,0.057692,10.329227,10.557455,4032.511346,7071.110698,1.00154
alpha_country[Brunei Darussalam],10.791599,0.050604,10.691524,10.888954,3372.591058,5094.687086,1.001826
alpha_country[Bulgaria],9.958778,0.034273,9.89461,10.028084,19162.656676,15120.213683,1.000024
alpha_country[Burkina Faso],9.185206,0.023522,9.138527,9.230612,11375.360716,12552.644804,1.000317
alpha_country[Burundi],8.931613,0.025288,8.882381,8.981209,23062.395522,13651.801916,1.000262
alpha_country[Cabo Verde],9.796917,0.045568,9.706771,9.885247,3579.416791,5441.868381,1.002085
alpha_country[Cambodia],9.261689,0.023482,9.216529,9.308552,12347.547457,13710.108994,1.000392
alpha_country[Cameroon],9.63676,0.026755,9.5848,9.689425,9824.230454,12938.094016,1.000461
alpha_country[Canada],11.103667,0.028972,11.046991,11.159475,4945.886236,9217.77192,1.001428
alpha_country[Central African Republic],9.062668,0.024663,9.017473,9.114411,16640.087923,14223.677154,1.000367
alpha_country[Chad],9.188331,0.02169,9.14445,9.229718,18801.377471,14519.700407,1.000252
alpha_country[Channel Islands],10.850342,0.06992,10.714126,10.987645,3591.080499,6231.974018,1.0017
alpha_country[Chile],10.422793,0.023809,10.374896,10.467686,8725.531271,11310.059223,1.000579
alpha_country[China],9.835792,0.10314,9.638948,10.045125,3409.225865,6185.090251,1.00197
alpha_country[Colombia],10.200432,0.030502,10.143205,10.263155,4523.637729,7467.175597,1.001238
